user_group_id,user_id,user_group_code
,96,SPG_WRITE
,97,SPG_WRITE
,98,SPG_WRITE
,99,SPG_WRITE
,100,SPG_WRITE
,101,SPG_WRITE
,102,SPG_WRITE
,103,SPG_WRITE
,104,SPG_WRITE
,105,SPG_WRITE
,106,SPG_WRITE
,107,SPG_WRITE
,108,SPG_WRITE
,109,SPG_WRITE
,110,SPG_WRITE
,111,SPG_WRITE
,112,SPG_WRITE
,113,SPG_WRITE
,114,SPG_WRITE
,115,SPG_WRITE
,116,SPG_WRITE
,117,SPG_WRITE
,118,SPG_WRITE
,119,SPG_WRITE
,120,SPG_WRITE
